0,-15480,892,-588,3 
1,-15452,804,-484,3 
2,-15508,812,-272,3 
3,-15532,888,-292,3 
4,-15388,860,-636,3 
5,-15428,848,-564,3 
6,-15516,856,-492,3 
7,-15412,840,-464,3 
8,-15468,788,-568,3 
9,-15500,904,-512,3 
10,-15412,752,-744,3 
11,-15416,944,-636,3 
12,-15412,832,-536,3 
13,-15464,828,-524,3 
14,-15468,808,-644,3 
15,-15556,888,-640,3 
16,-15476,788,-512,3 
17,-15512,800,-452,3 
18,-15456,788,-620,3 
19,-15468,812,-488,3 
20,-13204,3032,8320,3 
21,-12348,2024,1632,3 
22,-17148,52,-14804,3 
23,-17752,692,-12248,3 
24,-15248,1080,-4020,3 
25,-14932,104,1812,3 
26,-22244,4048,32767,3 
27,-32768,6400,-32768,3 
28,-32768,32520,-27188,3 
29,-32768,12908,20320,3 
30,-32768,8804,32767,3 
31,-32768,-3984,32767,3 
32,-32768,-10712,32767,3 
33,-32768,-8056,32767,3 
34,-32744,-4576,32767,3 
35,-12864,1508,32767,3 
36,-8556,544,32767,3 
37,-16992,-128,32767,3 
38,-29928,200,32767,3 
39,-32768,-1276,19832,3 
40,-32768,-5360,4460,3 
41,-32768,-4824,-13640,3 
42,-32768,-4408,-25256,3 
43,-32768,-2976,-32768,3 
44,-32768,-2912,-32768,3 
45,-30720,-4788,-32768,3 
46,-24724,-7180,-32768,3 
47,-24332,-14484,-32768,3 
48,-27976,-21276,-32768,3 
49,-32236,-19996,-32768,3 
50,-20376,-13764,-32768,3 
51,-5764,-8464,-32768,3 
52,32767,-2320,-32768,3 
53,32767,4844,-13688,3 
54,32767,7556,-32768,3 
55,25052,5220,-32768,3 
56,-20808,6756,-32768,3 
57,-28368,11816,-32768,3 
58,-22792,15204,-32768,3 
59,-20340,14420,-32768,3 
60,-24248,11700,-32768,3 
61,-32768,14672,-32768,3 
62,-32768,13704,-32768,3 
63,-32768,13528,-32768,3 
64,-32768,11192,-32768,3 
65,-32768,9264,-32768,3 
66,-32768,10732,-32768,3 
67,-32768,11356,-28128,3 
68,-32768,13252,-20620,3 
69,-32768,12720,-8824,3 
70,-32768,10968,1032,3 
71,-32768,8812,16376,3 
72,-32768,6756,27696,3 
73,-32768,5276,32767,3 
74,-32768,4768,32767,3 
75,-32768,5216,32767,3 
76,-32768,5760,32767,3 
77,-32768,6652,32767,3 
78,-32768,6264,32767,3 
79,-32768,5284,32767,3 
80,-22812,3980,32767,3 
81,-14516,3604,32767,3 
82,-15332,5284,32767,3 
83,-20272,6772,32767,3 
84,-31388,9296,32767,3 
85,-32768,7512,32767,3 
86,-32768,4128,28812,3 
87,-32768,-252,9396,3 
88,-32768,-2312,-4996,3 
89,-32768,-1748,-9988,3 
90,-27452,704,-14844,3 
91,-21972,3484,-19564,3 
92,-18064,5260,-25920,3 
93,-13624,5428,-30200,3 
94,-11708,4384,-32768,3 
95,-10980,3820,-32768,3 
96,-12544,4000,-32768,3 
97,-15308,5480,-32768,3 
98,-21460,7144,-32768,3 
99,-23360,8140,-32768,3 
100,-25660,8992,-32768,3 
101,-29152,11096,-32768,3 
102,-29344,12180,-32768,3 
103,-29148,11760,-32768,3 
104,-27700,10216,-32768,3 
105,-26480,6640,-29000,3 
106,-26384,2856,-19284,3 
107,-26328,560,-12896,3 
108,-27420,-908,-8400,3 
109,-31352,-748,-5004,3 
110,-32768,-760,-1192,3 
111,-32768,-420,3332,3 
112,-32768,-644,12416,3 
113,-32696,-1156,26268,3 
114,-22404,-2204,32767,3 
115,-7980,-2768,32767,3 
116,1028,-2824,32767,3 
117,8020,-2688,32767,3 
118,10016,-2200,32767,3 
119,7008,-1684,32767,3 
120,748,-824,32767,3 
121,-8372,-312,32767,3 
122,-16972,460,32740,3 
123,-22400,596,19720,3 
124,-27868,728,10496,3 
125,-31724,956,4916,3 
126,-32768,1324,2944,3 
127,-31572,2216,1284,3 
128,-28852,2856,-816,3 
129,-27916,3720,-3324,3 
130,-30048,4204,-7872,3 
131,-32768,4416,-12244,3 
132,-32768,4412,-16480,3 
133,-32768,4516,-21496,3 
134,-32768,4264,-21440,3 
135,-32768,4624,-15092,3 
136,-32768,4300,-8080,3 
137,-28656,3652,-172,3 
138,-21368,2052,4684,3 
139,-17788,564,9712,3 
140,-16160,-336,11444,3 
141,-16508,-900,12392,3 
142,-18700,-536,11476,3 
143,-20556,-852,9568,3 
144,-21500,-924,11580,3 
145,-16536,-1656,15044,3 
146,-8756,-2588,21760,3 
147,1988,-3248,26148,3 
148,9748,-3956,30484,3 
149,17640,-4520,30668,3 
150,20488,-4404,27504,3 
151,19956,-4180,19472,3 
152,14640,-3564,11184,3 
153,8652,-3000,-396,3 
154,700,-2264,-9240,3 
155,-4572,-1360,-17848,3 
156,-7388,-792,-21048,3 
157,-5960,556,-22872,3 
158,-5724,1004,-27384,3 
159,-10156,1696,-27756,3 
160,-14828,2976,-28704,3 
161,-20892,4272,-29160,3 
162,-25484,6328,-29228,3 
163,-30516,7224,-30800,3 
164,-32768,8136,-27144,3 
165,-32768,8408,-21648,3 
166,-32768,8040,-15780,3 
167,-32768,7332,-7260,3 
168,-32768,6332,-1060,3 
169,-32768,5148,5972,3 
170,-32768,4232,13616,3 
171,-32768,2816,20372,3 
172,-32752,2572,27192,3 
173,-31808,2472,32255,3 
174,-32348,2232,32767,3 
175,-32556,1832,32767,3 
176,-31552,1024,32767,3 
177,-28960,344,32767,3 
178,-24856,-164,32767,3 
179,-20252,-272,32767,3 
180,-14472,-896,32767,3 
181,-9772,-1076,32767,3 
182,-6112,-1400,32767,3 
183,-3856,-1624,32767,3 
184,-4000,-1560,32492,3 
185,-4744,-1676,24252,3 
186,-5928,-1384,16692,3 
187,-6884,-340,8216,3 
188,-7924,28,-1788,3 
189,-8812,588,-8868,3 
190,-8080,1272,-13972,3 
191,-5124,1904,-15496,3 
192,-1948,3284,-17724,3 
193,-508,4392,-20644,3 
194,-2272,4996,-24956,3 
195,-4932,4624,-30056,3 
196,-7400,4844,-31604,3 
197,-8396,4476,-32236,3 
198,-8716,4024,-31852,3 
199,-9508,3128,-29780,3 
200,-9360,2220,-28380,3 
201,-10528,1780,-27864,3 
202,-10880,1400,-25264,3 
203,-10864,1316,-22644,3 
204,-10564,1188,-18728,3 
205,-10608,900,-14880,3 
206,-10520,484,-11640,3 
207,-10628,720,-8208,3 
208,-11032,552,-5540,3 
209,-12288,660,13960,3 
210,-32768,3296,-24064,3 
211,-32768,1364,-24444,3 
212,-32768,5312,-22324,3 
213,-32768,4292,-4780,3 
214,-32768,4168,10000,3 
215,-22284,2772,22776,3 
216,-14432,1192,30356,3 
217,-10308,988,32767,3 
218,-9924,-29948,-2876,3 
219,-17672,9924,21248,3 
220,-4556,-2764,-13825,3 
221,-23052,6748,32767,3 
222,-4068,-1136,18900,3 
223,-8232,-1840,20072,3 
224,-17492,1764,3824,3 
225,-14020,6596,8460,3 
226,-12000,6408,5688,3 
227,-10116,3232,6152,3 
228,-11924,-1268,1384,3 
229,-14712,-3500,-3376,3 
230,-17144,-3788,-9992,3 
231,-18200,-2388,-13124,3 
232,-18296,-1820,-15456,3 
233,-18232,-2156,-16352,3 
234,-18364,-3244,-17236,3 
235,-18444,-3456,-18444,3 
236,-19016,-3036,-19952,3 
